profile_id,profile_email,profile_username,profile_birthdate,profile_age,profile_password,profile_gender,profile_degree,profile_family_situation,profile_children_situation,profile_country,profile_height,profile_smoke,profile_languages,profile_preferences_gender,profile_preferences_min_age,profile_preferences_max_age,profile_preferences_countries
zNYx6WPeDmxJimuyff,leopold.(given.name)@gmail.com,Leopold (given name),2001-09-25,20,k7xIKEZTjp0tgzClk2,Man,Undergraduate,Separate,Yes but not living with me,Slovenia,190.0,Yes occasionally,Slovene,Woman,13,29,Romania Hungary Ukraine United Kingdom Iceland Spain Russia Czech Republic Netherlands Sweden Turkey Finland Poland Slovakia Serbia Bulgaria Estonia
CmH9OJ3UG78tOZ57Ay,ljubo@gmail.com,Ljubo,2003-02-19,19,RBpteiAFT8jXMs3JGR,Man,Postgraduate,Divorced,Yes living with me,Slovenia,195.0,No,English Slovak Slovene,Man,11,25,Romania Norway Ukraine Denmark United Kingdom Slovakia France Iceland Germany Croatia
GW2mwRoCjLyGyB6PpI,lojze@gmail.com,Lojze,2003-10-05,18,42gnG3PdEgaRY10wyh,Man,Secondary School,Widower,No,Slovenia,180.0,Yes regularly,Croatian Slovene,Man,11,28,Netherlands Turkey Hungary Poland Bulgaria France Croatia Russia
XQSmKZbMKdmOXEcMRw,lovro@gmail.com,Lovro,1967-09-21,54,d5Xi8WcEgdkvGcUxuU,Man,Undergraduate,Widower,No,Slovenia,180.0,Yes occasionally,Slovene,Woman,45,62,Poland Estonia
Sn6s02ddaN0PbKZKQI,lubomir@gmail.com,Lubomir,1988-10-06,33,c3gNpHppfPmwl5M7Ha,Man,Elementary School,Separate,Yes but not living with me,Slovenia,195.0,No,Bulgarian Slovene,Woman,25,40,Norway Ukraine Slovakia Serbia Croatia
70BKJUJmYDq7YyYF0i,luka.(given.name)@gmail.com,Luka (given name),1959-06-24,63,GQc0fKgNWhaj3L1QVf,Man,Secondary School,Divorced,Yes living with me,Slovenia,180.0,Yes regularly,Italian Slovene,Woman,53,73,Sweden Latvia Romania Hungary Norway United Kingdom Slovakia Lithuania France Russia
p0ruUr9DEkoWeHBgHx,marjan.(name)@gmail.com,Marjan (name),1958-08-25,63,J0zQx0fg8QY1X7nVxj,Man,Phd,Divorced,Yes living with me,Slovenia,180.0,Yes occasionally,Slovak Bulgarian Swedish Slovene,Man,53,69,Hungary Portugal Iceland Spain Russia Latvia Sweden Netherlands Turkey Norway Finland Denmark Poland Italy Slovenia Slovakia France Estonia
w1oiUbViR86DTdcAX5,marko.(given.name)@gmail.com,Marko (given name),1967-05-30,55,MqmsTkVIXamJ7In3Km,Man,Undergraduate,Never married,Yes living with me,Slovenia,172.0,No,Portuguese Danish Croatian Slovene,Man,47,62,Hungary Ukraine United Kingdom Portugal Iceland Spain Russia Sweden Czech Republic Turkey Norway Poland Slovakia France Lithuania Bulgaria Serbia Estonia Croatia
5b4FRxjLDOscxYoLrK,matej@gmail.com,Matej,1957-10-28,64,axH6BhoBv0o67t6Neo,Man,Postgraduate,Never married,Yes living with me,Slovenia,187.0,Yes regularly,Italian Romaninian Slovene,Man,56,72,Czech Republic Hungary Ukraine Finland United Kingdom Serbia Bulgaria Lithuania Portugal Germany Croatia Russia
1ElXh9qvckrWRCtctj,matevž.(given.name)@gmail.com,Matevž (given name),1982-09-30,39,em47aWIfbtj3aKMKHx,Man,Secondary School,Separate,Yes living with me,Slovenia,193.0,Yes occasionally,Finnish Slovene,Woman,29,48,Hungary United Kingdom Portugal Latvia Turkey Norway Denmark Poland Italy Slovenia France Serbia Bulgaria Germany
gxBQ2gcpc5Q89Hp0EA,matic.(given.name)@gmail.com,Matic (given name),1966-12-24,55,ImjNOEcxf3pAnBEg14,Man,Secondary School,Never married,No,Slovenia,195.0,Yes occasionally,Romaninian Slovene,Woman,46,63,Czech Republic Germany
Fk9VwlOEc0M5L00QwI,matija@gmail.com,Matija,1995-06-23,27,qIYFNPinjKeO69UJ2O,Man,Phd,Separate,Yes living with me,Slovenia,195.0,No,Russian Slovene,Man,22,34,Ukraine United Kingdom Iceland Russia Czech Republic Sweden Latvia Netherlands Turkey Finland Poland Denmark Italy Slovenia Bulgaria Serbia France
bOrvk5gYO0u2cMqZ4g,matjaž@gmail.com,Matjaž,1989-10-08,32,mffOcvE6QVu1pRSuI5,Man,Secondary School,Divorced,No,Slovenia,187.0,No,French Swedish Slovene,Man,25,41,Latvia Sweden Finland Ukraine Poland Slovakia Serbia France Portugal Germany Iceland
medZnFAnMTX1FJFKRY,mihael@gmail.com,Mihael,1984-07-31,37,tYxG94PYe8RSYOK5Wf,Man,Undergraduate,Widower,No,Slovenia,180.0,Yes occasionally,Slovene,Woman,30,43,Sweden Ukraine Poland Italy United Kingdom Iceland Germany Russia Croatia
Ffkcoy5LwD0GxZy8Xe,milan.(given.name)@gmail.com,Milan (given name),2001-12-19,20,oq7wNptRAoCed79dAa,Man,Phd,Separate,Yes living with me,Slovenia,180.0,Yes occasionally,English Croatian Slovene,Woman,15,25,Romania Hungary Ukraine Russia Spain Netherlands Latvia Czech Republic Norway Poland Italy Slovenia Slovakia Bulgaria Lithuania Serbia Croatia
pCnUv5N4bchfcpTB4r,milivoj@gmail.com,Milivoj,2000-08-17,21,I0Oc6WkdgbJRioCPV9,Man,Elementary School,Widower,Yes but not living with me,Slovenia,190.0,Yes occasionally,Slovene,Man,14,28,Latvia Netherlands Hungary Slovenia Lithuania Estonia
Nefbt732PZDlGxTvqo,milko.(name)@gmail.com,Milko (name),1982-11-30,39,EJbNbTyCTSobCKXKlT,Man,Phd,Divorced,Yes living with me,Slovenia,175.0,Yes occasionally,Spanish Norwegian Slovene,Woman,32,47,Latvia Sweden Turkey Hungary United Kingdom Slovenia Serbia Iceland Spain Croatia
hk4tputhmK9PFz9BOE,milomir@gmail.com,Milomir,1971-01-04,51,FFUAVYk62jnx9ZoLL8,Man,Postgraduate,Divorced,No,Slovenia,180.0,No,Turkish Slovene,Woman,44,58,Sweden Netherlands Romania Norway Ukraine United Kingdom Serbia Bulgaria France Portugal Germany Spain
8bBvyCN7IGUM3xngJi,milorad@gmail.com,Milorad,1983-11-27,38,gAF6O9RSQLsMr2TXL0,Man,Elementary School,Widower,Yes living with me,Slovenia,177.0,Yes regularly,Slovene,Man,30,46,Hungary Portugal Iceland Spain Netherlands Czech Republic Turkey Norway Finland Poland Denmark Serbia France Lithuania Germany Estonia
OiNX4DIKL8DP3JQLF7,milovan@gmail.com,Milovan,1965-05-30,57,pxkplvkJKjzilH6sod,Man,Postgraduate,Divorced,Yes but not living with me,Slovenia,187.0,Yes occasionally,Portuguese Romaninian Slovene,Man,48,66,Czech Republic Romania Slovenia
SDF10P3Mcr2kHS1rqO,miodrag@gmail.com,Miodrag,1955-11-14,66,lAPmNfwnCVEPOEYu28,Man,Secondary School,Never married,No,Slovenia,170.0,No,Bulgarian Slovene,Woman,59,75,Netherlands Latvia Turkey Norway Finland Ukraine Italy Serbia Iceland Germany Croatia Estonia
8wbVOLMfI1KKdfhS45,miroslav.(given.name)@gmail.com,Miroslav (given name),1998-12-03,23,6dUMklM7dQtqhmnIXm,Man,Phd,Widower,No,Slovenia,175.0,Yes occasionally,Ukrainian Spanish Norwegian Slovene,Woman,16,30,Latvia United Kingdom Bulgaria
xiVXlj07t3dBvPjFpW,nastja@gmail.com,Nastja,1963-06-17,59,Nfx3Zp24JscXZe6N3U,Man,Postgraduate,Widower,Yes but not living with me,Slovenia,172.0,No,Dutch Slovene,Man,53,67,Turkey Ukraine Poland Denmark Italy Serbia France Lithuania Portugal
1s7IFCbMCjBzzKpi4i,nenad@gmail.com,Nenad,1954-12-18,67,FE0w6RcP5vQfHhSCTV,Man,Secondary School,Never married,Yes but not living with me,Slovenia,154.0,Yes regularly,Slovene,Woman,58,76,Iceland
oYVaE1KMlQYmiC5YPy,neven.(given.name)@gmail.com,Neven (given name),1986-06-29,36,L9swBTAhglzBugwCIh,Man,Secondary School,Widower,Yes living with me,Slovenia,175.0,No,Slovene,Woman,26,42,Hungary Portugal Iceland Russia Czech Republic Latvia Turkey Finland Slovenia Serbia Lithuania France Germany Estonia
lEzjnB849B4SDNtsTa,nikolaj@gmail.com,Nikolaj,2001-12-03,20,F99Lp0IfPbGQGxyIge,Man,Postgraduate,Never married,No,Slovenia,172.0,Yes occasionally,Polish Estonian Slovene,Woman,10,30,Romania Hungary United Kingdom Portugal Iceland Latvia Sweden Netherlands Italy Slovakia France Serbia Bulgaria Germany
cUejxmUa9dgvZtW96F,ognjen@gmail.com,Ognjen,1964-10-25,57,wTmftcLxLbb7yaRtWZ,Man,Phd,Separate,No,Slovenia,193.0,Yes regularly,Spanish German Estonian Slovene,Man,48,64,Romania United Kingdom Portugal Iceland Spain Russia Latvia Sweden Czech Republic Norway Finland Poland Denmark Lithuania France Estonia Croatia
KkcZclg2JdM1nzwUvP,primož@gmail.com,Primož,1974-06-03,48,wdHcZUy3wjFkF0wRIy,Man,Secondary School,Never married,Yes but not living with me,Slovenia,175.0,No,Slovene,Man,39,56,Czech Republic Hungary Poland Italy United Kingdom Slovakia Bulgaria Iceland Croatia Russia
qhLCYUtHfKR44hlDdk,radomir.(given.name)@gmail.com,Radomir (given name),1989-09-22,32,NLDGdZDRZbqEUMdXTq,Man,Elementary School,Separate,Yes but not living with me,Slovenia,182.0,Yes occasionally,Slovak Russian Norwegian Slovene,Man,27,38,Netherlands Hungary Poland Italy Serbia Portugal Iceland Estonia Croatia
nleNnw329X60xMmChy,ratimir@gmail.com,Ratimir,1958-05-29,64,EolpOCFslY5JuvZoz6,Man,Postgraduate,Separate,No,Slovenia,193.0,No,Slovene,Man,59,69,Sweden Netherlands Romania Turkey Norway Italy Estonia Russia
rGkyTJJJEFdoxvFMNX,ratko@gmail.com,Ratko,1986-12-29,35,XJXbkyXE4gtX7RIldD,Man,Undergraduate,Separate,No,Slovenia,187.0,No,Hungarian Swedish Slovene,Man,27,45,Netherlands Latvia Turkey Hungary Poland United Kingdom France Portugal Iceland Estonia Spain
4J2vTMpAIRA0eSbTO8,rok.(given.name)@gmail.com,Rok (given name),1983-07-24,39,aS06k7I0MEerQP9SHw,Man,Undergraduate,Never married,Yes but not living with me,Slovenia,185.0,Yes occasionally,French Bulgarian Spanish Slovene,Woman,32,45,Romania Hungary Ukraine United Kingdom Iceland Russia Netherlands Sweden Latvia Turkey Norway Slovenia Lithuania Bulgaria Serbia France Estonia
PDQypkSfY4wFwTFcVC,roman.(given.name)@gmail.com,Roman (given name),1964-12-23,57,a0BmX2XGYk6nahYpbb,Man,Undergraduate,Separate,Yes but not living with me,Slovenia,180.0,Yes regularly,Latvian Slovene,Man,51,67,Netherlands Romania Denmark United Kingdom Italy Slovenia Serbia Iceland
0UqwMxAy1D1OZh4ZQV,rostislav.(given.name)@gmail.com,Rostislav (given name),2003-09-25,18,pqDeb3W4rIC4vwp6fC,Man,Postgraduate,Separate,No,Slovenia,185.0,No,Ukrainian Slovene,Woman,8,23,Netherlands Romania Norway Finland Ukraine Lithuania Bulgaria Iceland Croatia Estonia
0Edu8KRiikEuTCljFN,rudolph.(name)@gmail.com,Rudolph (name),1963-11-26,58,jbJnd0kTq0vpd0QSi9,Man,Secondary School,Divorced,No,Slovenia,175.0,Yes regularly,Estonian Slovene,Woman,52,66,Romania Ukraine Portugal Spain Russia Netherlands Latvia Sweden Turkey Denmark Poland Italy Slovakia Bulgaria France Lithuania Germany
yDra8xc5y56BZi7jWM,samo.(given.name)@gmail.com,Samo (given name),1962-03-13,60,ao4O4U2BH1L9IrMlBk,Man,Phd,Widower,Yes living with me,Slovenia,175.0,No,Spanish Slovene,Woman,54,67,Latvia Czech Republic Turkey Finland Slovakia Estonia
Nocz2LvxAEhkxm4ozX,slavko@gmail.com,Slavko,1985-05-18,37,RTgj4GArsPTVGTkvkD,Man,Postgraduate,Widower,Yes living with me,Slovenia,172.0,Yes regularly,French Croatian Slovene,Man,32,43,Hungary Ukraine Iceland Spain Russia Netherlands Sweden Norway Denmark Poland Slovenia Slovakia Serbia Lithuania Bulgaria Germany Estonia Croatia
7LfjL5JGssqVdnPlnl,slavoljub@gmail.com,Slavoljub,1980-01-03,42,AnbfGsWPbQYTbCmZgq,Man,Elementary School,Divorced,Yes but not living with me,Slovenia,193.0,No,Italian Serbian Croatian Slovene,Man,32,52,Sweden Ukraine Poland United Kingdom Italy Slovakia Bulgaria Lithuania Portugal Iceland Germany
4cG7WwCS4OiMsVvdRT,sobieslaw@gmail.com,Sobieslaw,2000-01-08,22,0uWAf15dvp7ueS2Yfj,Man,Elementary School,Divorced,Yes living with me,Slovenia,172.0,Yes regularly,Slovak Latvian Spanish Slovene,Woman,14,27,Romania United Kingdom Portugal Spain Russia Czech Republic Turkey Finland Poland Italy Slovenia Lithuania Serbia Germany Estonia
NfjLT1JjWx1WUl12VT,stanimir@gmail.com,Stanimir,1995-03-16,27,eaTnGOGQkhkCCLIUPv,Man,Undergraduate,Divorced,Yes but not living with me,Slovenia,185.0,Yes occasionally,Danish Estonian Slovene,Man,20,37,Sweden Latvia Romania Hungary United Kingdom Slovakia Serbia Portugal Estonia Croatia
tyR7vvhwOinzYH37mx,stanko@gmail.com,Stanko,1996-12-05,25,O7uth4ocXXap7prhgj,Man,Elementary School,Separate,Yes living with me,Slovenia,175.0,Yes regularly,Ukrainian Slovene,Man,20,35,Czech Republic Turkey Norway Poland United Kingdom Italy Slovenia Lithuania Germany
nLhWbuooknBgbqy5bl,tadej@gmail.com,Tadej,1982-06-24,40,FasO25Qfmgl1dGQtUA,Man,Secondary School,Never married,Yes but not living with me,Slovenia,172.0,Yes occasionally,Icelandic Hungarian Norwegian Slovene,Man,30,48,Latvia Sweden Netherlands Czech Republic Hungary United Kingdom Italy Slovakia Serbia Bulgaria Iceland
WVwffj943qqdj0Rymh,tihomir@gmail.com,Tihomir,2003-12-03,18,sgrQ3C354wfrBPRvD6,Man,Phd,Widower,Yes but not living with me,Slovenia,180.0,Yes regularly,Spanish Dutch Slovene,Woman,13,28,Netherlands Latvia Romania Finland Denmark Italy United Kingdom Bulgaria Serbia Portugal Croatia Russia
QMO2U8xJWTrz9lgTQt,tilen@gmail.com,Tilen,1993-04-06,29,QSwrRtUKmJGZ9KBJyD,Man,Postgraduate,Never married,Yes living with me,Slovenia,182.0,No,Slovene,Man,20,36,Sweden Finland Italy Slovenia Slovakia France Bulgaria Lithuania Portugal Iceland Spain Estonia
PLQ7b5bXgL3udXPM0Q,tomaž@gmail.com,Tomaž,1998-06-25,24,VixN4lJlFfo6i1A1iu,Man,Postgraduate,Divorced,No,Slovenia,193.0,No,Finnish Slovene,Man,14,30,Sweden Latvia Turkey Romania Denmark Bulgaria France Portugal Germany Estonia
V3TrgHpC7Abu1HEUgz,tonči@gmail.com,Tonči,1976-05-08,46,jzGGdCRcSMleafPo9D,Man,Postgraduate,Never married,Yes living with me,Slovenia,177.0,No,Serbian Slovene,Woman,38,51,Romania Norway United Kingdom Slovenia Portugal
TfVO6LmrPpMAYJYzTe,tone.(name)@gmail.com,Tone (name),1984-04-13,38,AETBW3Bnu86FwsuapP,Man,Elementary School,Separate,No,Slovenia,190.0,No,Russian Swedish Slovene,Man,31,43,Latvia Netherlands Italy United Kingdom Serbia Lithuania Estonia
IHoQZSVhypXkKeaPKJ,tonko@gmail.com,Tonko,1966-09-10,55,EuEHONxit0NUB42roY,Man,Undergraduate,Divorced,Yes living with me,Slovenia,172.0,Yes regularly,Icelandic Czech Turkish Slovene,Woman,50,65,Hungary United Kingdom Portugal Iceland Turkey Denmark Poland Italy Slovakia Slovenia France Serbia Bulgaria Germany Estonia
qOcQRHr08um8lykQR9,vadim@gmail.com,Vadim,1999-03-22,23,CX1BVBB8KPVBT2G70N,Man,Secondary School,Divorced,No,Slovenia,185.0,No,Slovene,Woman,13,28,Sweden Finland Italy Slovenia France Bulgaria Croatia Estonia
3uya0hME0mY9bGogCk,valentin@gmail.com,Valentin,1963-05-22,59,joQTqGLR2zsUJoFcct,Man,Elementary School,Never married,Yes living with me,Slovenia,182.0,Yes regularly,French Finnish Slovene,Man,54,67,Sweden Czech Republic Netherlands Romania Hungary Norway Ukraine Italy France Germany Russia Estonia
xZGFU4Sjpvo5F5OtJg,velimir@gmail.com,Velimir,1983-12-13,38,g1hV2v5ZmfwtzXOvOa,Man,Postgraduate,Never married,Yes living with me,Slovenia,193.0,No,Slovene,Woman,33,44,Czech Republic Poland Slovenia
eB3IKioDVyjrbgMmVM,veselin@gmail.com,Veselin,1967-06-28,55,jI0KhHVsY1JVFlMttM,Man,Elementary School,Never married,Yes but not living with me,Slovenia,175.0,No,Latvian Slovene,Man,50,60,Latvia Ukraine Poland Slovakia France Serbia Portugal Estonia Russia
Fq83vnOtSdrpe383Pq,vid.(given.name)@gmail.com,Vid (given name),1952-04-04,70,mvqQMXjU8n5vgxy8tI,Man,Phd,Never married,No,Slovenia,167.0,Yes occasionally,Turkish Slovene,Man,65,80,Romania United Kingdom Bulgaria
HlgkLUpqOZmnk3gvEb,vinko@gmail.com,Vinko,1978-02-01,44,JiaZB2sGT7jlOTl2gZ,Man,Secondary School,Divorced,No,Slovenia,172.0,Yes occasionally,Slovak Bulgarian Swedish Slovene,Man,36,51,Netherlands Hungary Norway Finland Denmark France Lithuania Iceland Croatia
OnLU6cdZJtExmd5bf1,vitomir@gmail.com,Vitomir,2001-07-31,20,32IPMJUuY5kmWbP77Q,Man,Undergraduate,Widower,No,Slovenia,175.0,No,English Portuguese Bulgarian Slovene,Woman,13,30,Sweden Romania Hungary Denmark Slovenia Lithuania Serbia France Russia Estonia
Eh3KhZGuPiqGcozWkh,vladimir.(name)@gmail.com,Vladimir (name),1975-09-16,46,G2dDgyL3OvGeDr2DCS,Man,Phd,Divorced,Yes living with me,Slovenia,193.0,Yes regularly,Slovene,Woman,36,54,Denmark Slovenia Spain Estonia
0gxzQkabe6fnxRj5W8,vladislav@gmail.com,Vladislav,1994-04-23,28,EZVrCYXWoYqpXHLnT2,Man,Secondary School,Separate,Yes living with me,Slovenia,187.0,Yes regularly,Icelandic Swedish Slovene,Man,20,38,Turkey Ukraine United Kingdom Slovenia France Portugal
riyA3NLIOuTGLiu11X,vuk.(name)@gmail.com,Vuk (name),1973-04-05,49,XgDlhk2QwFKM5IyNrr,Man,Phd,Widower,Yes but not living with me,Slovenia,193.0,Yes occasionally,Spanish Slovene,Man,39,56,Ukraine United Kingdom Portugal Iceland Spain Sweden Turkey Norway Poland Denmark Slovakia Serbia Bulgaria Estonia
j6f16Pm7GEsc1PQ2dr,vukašin@gmail.com,Vukašin,1993-10-29,28,uiqxk7wLcI2EuaJnyQ,Man,Undergraduate,Never married,Yes but not living with me,Slovenia,185.0,Yes occasionally,French Czech Slovene,Woman,22,38,Ukraine Portugal Russia Spain Latvia Netherlands Norway Denmark Poland Italy Slovakia Slovenia France Serbia Estonia
sb1w7embWuACfUBGSa,vukmir@gmail.com,Vukmir,1992-10-10,29,CRlPoGlmhUmzYdMtD3,Man,Undergraduate,Widower,No,Slovenia,195.0,No,Italian Russian Slovene,Man,19,38,Turkey Norway Poland Slovenia Slovakia Serbia Bulgaria Portugal
WJOeAPtGyYHSCYWyf0,yury@gmail.com,Yury,1962-02-07,60,HHqLHWJAidZfPNjSCe,Man,Undergraduate,Widower,Yes but not living with me,Slovenia,177.0,No,Danish Spanish Swedish Slovene,Man,54,66,Czech Republic Iceland
mpM4AzZW631aBq6xEk,zdravko@gmail.com,Zdravko,1962-10-20,59,8z72fSSeIPkLHX0Wfa,Man,Phd,Never married,Yes living with me,Slovenia,177.0,Yes occasionally,Hungarian Slovene,Man,52,64,Romania Hungary United Kingdom Spain Czech Republic Sweden Latvia Poland Denmark Italy Slovakia Bulgaria France Germany Estonia
hP3yVyIp20PbC3kHmL,željko@gmail.com,Željko,1980-11-02,41,0vHBIjOGxOxPmkQUHH,Man,Postgraduate,Separate,No,Slovenia,175.0,Yes regularly,Hungarian Croatian Slovene,Woman,33,46,Romania Hungary United Kingdom Portugal Iceland Spain Russia Latvia Sweden Czech Republic Finland Poland Slovenia France Germany
U60W5wBxv0bGJ8aaYE,žiga@gmail.com,Žiga,1980-11-27,41,lrTyo5L8yqs2kgTXyV,Man,Elementary School,Separate,Yes living with me,Slovenia,195.0,Yes regularly,Slovene,Woman,36,50,Hungary Ukraine United Kingdom Portugal Iceland Turkey Norway Denmark Italy Slovenia Slovakia Serbia France Lithuania Estonia
eaDjuZ8ObzpsKks5Ib,živko@gmail.com,Živko,2005-07-15,17,aN3HgOzcYH1qz4XBYa,Man,Phd,Widower,Yes living with me,Slovenia,157.0,Yes occasionally,Russian Slovene,Woman,11,26,Sweden Netherlands Latvia Hungary Norway Poland Italy Slovenia Lithuania Croatia Russia
3VgV1QWRq9gtpafZcX,zlatan@gmail.com,Zlatan,1972-04-19,50,MNsjgSZEct3YqBJfSa,Man,Phd,Never married,Yes living with me,Slovenia,177.0,Yes regularly,Czech Spanish Slovene,Woman,44,58,Hungary United Kingdom Portugal Iceland Russia Netherlands Sweden Latvia Norway Denmark Italy Slovakia Slovenia Bulgaria Lithuania Serbia Germany Estonia
GQyOPsUZ5Ir7GOL05Q,zlatko@gmail.com,Zlatko,1971-05-18,51,3fa6YHJ0Y7ruGvfuoP,Man,Phd,Never married,No,Slovenia,190.0,Yes regularly,Portuguese Turkish Slovene,Man,45,58,Romania Hungary United Kingdom Iceland Russia Latvia Czech Republic Norway Poland Italy Slovakia Slovenia Serbia
scK4fnuqqOSzNKVusW,zorko@gmail.com,Zorko,1983-06-13,39,qxx6jeOHqUBQSl96NZ,Man,Undergraduate,Divorced,Yes but not living with me,Slovenia,195.0,Yes regularly,Dutch Norwegian Slovene,Man,31,49,Sweden Latvia Netherlands Turkey Poland Lithuania Portugal Germany
6IdYaAbCnkDLOKhelL,zvonimir@gmail.com,Zvonimir,1992-08-30,29,9NYUxGyvz6c74KEfex,Man,Elementary School,Divorced,Yes living with me,Slovenia,175.0,Yes occasionally,Portuguese Slovene,Woman,24,34,Hungary Portugal Iceland Russia Spain Latvia Norway Finland Denmark Italy Slovakia France Serbia Lithuania Croatia
CuZclURgRiJpz4IrvA,aarón@gmail.com,Aarón,1968-02-02,54,CQHHoruz6oi57pbpft,Man,Postgraduate,Never married,Yes living with me,Spain,185.0,Yes occasionally,Hungarian Slovene Spanish,Woman,47,59,Netherlands Turkey Denmark Poland Slovakia Slovenia Lithuania Bulgaria Iceland Croatia
k5mC93MSOVSTaueqKF,abel.(given.name)@gmail.com,Abel (given name),1994-01-16,28,8S59R2I15SSTcHIm3p,Man,Undergraduate,Divorced,Yes living with me,Spain,185.0,Yes occasionally,Spanish,Man,20,37,Romania Denmark Italy Lithuania Serbia France Bulgaria Portugal Iceland Spain Croatia
aP1jMp88d1gH7XW0Ey,abelardo@gmail.com,Abelardo,1973-04-29,49,78hRWx2gOS4stndFuO,Man,Secondary School,Widower,No,Spain,175.0,Yes occasionally,Spanish,Woman,43,57,Turkey Finland Denmark Spain
f9oplpo7WDY0PaxeQ5,abraham.(given.name)@gmail.com,Abraham (given name),1974-11-07,47,naAh66DcjYbsxFUvwO,Man,Secondary School,Divorced,Yes but not living with me,Spain,187.0,Yes regularly,Romaninian Spanish,Woman,41,57,Latvia Romania Turkey Poland Italy Slovakia Lithuania
iaqYqm9EEMudhoDFr8,abundio@gmail.com,Abundio,1965-03-14,57,BlFBijxiXVn1EMx3Ck,Man,Secondary School,Widower,No,Spain,182.0,No,Spanish,Man,47,63,Romania Hungary Ukraine United Kingdom Netherlands Sweden Czech Republic Latvia Turkey Finland Serbia Lithuania Bulgaria Germany Estonia
ODcz5VCdoskNCRpBUF,adalberto@gmail.com,Adalberto,1978-01-12,44,86voBuV1RRKKyZ2nBK,Man,Elementary School,Separate,Yes living with me,Spain,172.0,No,Lithuanian Latvian Serbian Spanish,Man,39,50,Romania Ukraine Russia Czech Republic Sweden Turkey Norway Finland Poland Denmark Italy Slovakia Bulgaria Croatia
P5OzWr7d7P4GC4gZVe,adan.(given.name)@gmail.com,Adan (given name),1999-09-02,22,nluDXaSdz12mqHlwca,Man,Elementary School,Never married,Yes living with me,Spain,193.0,Yes regularly,Danish German Dutch Spanish,Man,14,31,Romania Hungary Ukraine United Kingdom Iceland Spain Netherlands Czech Republic Norway Finland Bulgaria Serbia Estonia
zneCbWM8FBZYxYykjn,ademar@gmail.com,Ademar,1986-02-05,36,J7rON4bChnJGpHn88K,Man,Postgraduate,Widower,Yes but not living with me,Spain,190.0,No,Spanish,Woman,29,42,Latvia Sweden Czech Republic Romania Hungary Poland Italy Slovenia France Germany Russia Croatia
gxbYu3yyqFlnaQFHvX,adrià@gmail.com,Adrià,1991-12-06,30,uHBuWmQYxgDwTmEAFH,Man,Elementary School,Widower,Yes but not living with me,Spain,172.0,Yes occasionally,Ukrainian Czech Swedish Spanish,Man,25,37,United Kingdom Iceland Russia Latvia Sweden Czech Republic Norway Poland Italy Slovakia France Lithuania Germany Estonia
V3RI3RV08vSaf1sGv2,adriano@gmail.com,Adriano,1984-05-13,38,KyN586BFR56iPS2b03,Man,Elementary School,Divorced,No,Spain,177.0,No,French Spanish,Man,32,44,Hungary Ukraine United Kingdom Russia Netherlands Sweden Turkey Norway Finland Denmark Poland Slovakia Slovenia France Lithuania Germany Estonia
3wwUP4moLGk48ohPch,agapito@gmail.com,Agapito,2003-10-31,18,4N4eA4SfXKSePQbaUi,Man,Secondary School,Separate,Yes living with me,Spain,195.0,Yes occasionally,Spanish,Man,13,27,Romania Ukraine United Kingdom Portugal Russia Netherlands Norway Denmark Poland Slovakia Serbia Bulgaria Lithuania Croatia Estonia
YDtV9auTNdhiTcjDqW,agustín@gmail.com,Agustín,1977-11-12,44,mw6Sue2AMvuX6mWZuL,Man,Undergraduate,Separate,No,Spain,182.0,Yes occasionally,Icelandic Swedish Spanish,Woman,39,53,Ukraine Iceland Russia Spain Netherlands Sweden Latvia Norway Finland Denmark Poland Italy Slovakia Croatia Estonia
nPc2FXBwUJ010Z1G9M,alberto@gmail.com,Alberto,1965-06-27,57,BUjeJNo11iRM2UsHfv,Man,Secondary School,Divorced,Yes living with me,Spain,175.0,No,Portuguese Latvian Romaninian Spanish,Man,48,64,Norway Finland Ukraine United Kingdom France Portugal Germany Croatia
4B9MT0tdYMhGDkARuw,alejandro@gmail.com,Alejandro,1959-03-11,63,rs3fDpkBBmkXa31rha,Man,Elementary School,Widower,Yes but not living with me,Spain,195.0,Yes regularly,Polish Estonian Turkish Spanish,Man,53,73,Hungary Ukraine Spain Netherlands Latvia Czech Republic Turkey Finland Poland Denmark Italy Slovakia Croatia
Xtr9LtlGHYqcvGHtHV,alfredo@gmail.com,Alfredo,1952-04-01,70,85sHvpH8BLCRGkkwGu,Man,Secondary School,Separate,Yes but not living with me,Spain,175.0,Yes regularly,Lithuanian Romaninian Spanish,Man,64,77,Romania Ukraine United Kingdom Portugal Russia Czech Republic Sweden Norway Denmark Italy Slovenia Lithuania France Serbia
x0anUYxXO4f0ZVrkCR,alonso@gmail.com,Alonso,1989-04-25,33,Wwu6SlsANGeneAaFYa,Man,Secondary School,Widower,Yes but not living with me,Spain,180.0,Yes regularly,Spanish,Man,27,42,Latvia Romania Italy France Iceland Germany
9d7f7JQrFUh1oTjy93,alphons@gmail.com,Alphons,1965-08-10,56,BmFKsVcvKm9cq87VYx,Man,Elementary School,Separate,No,Spain,182.0,Yes occasionally,French Swedish Spanish,Woman,49,66,Hungary Ukraine United Kingdom Portugal Iceland Netherlands Sweden Czech Republic Turkey Norway Poland Italy Slovenia Serbia France Germany Estonia Croatia
